city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
17,subcompact car,19,8.0,4.4,awd,gas,24,bmw,others,a,2024
17,subcompact car,19,8.0,4.4,awd,gas,24,bmw,others,a,2024
15,subcompact car,17,8.0,4.4,awd,gas,22,bmw,others,a,2024
15,subcompact car,17,8.0,4.4,awd,gas,22,bmw,others,a,2024
29,subcompact car,32,3.0,1.5,fwd,gas,38,mini,others,a,2024
27,subcompact car,31,3.0,1.5,fwd,gas,38,mini,others,m,2024
29,subcompact car,32,3.0,1.5,fwd,gas,38,mini,others,a,2024
27,subcompact car,31,3.0,1.5,fwd,gas,38,mini,others,m,2024
28,subcompact car,31,4.0,2.0,fwd,gas,38,mini,others,a,2024
23,subcompact car,27,4.0,2.0,fwd,gas,33,mini,others,m,2024
28,subcompact car,31,4.0,2.0,fwd,gas,38,mini,others,a,2024
23,subcompact car,27,4.0,2.0,fwd,gas,33,mini,others,m,2024
26,subcompact car,29,4.0,2.0,fwd,gas,35,mini,others,a,2024
22,subcompact car,26,4.0,2.0,fwd,gas,32,mini,others,m,2024
25,compact car,28,4.0,2.0,rwd,gas,34,bmw,others,a,2024
23,compact car,27,4.0,2.0,awd,gas,33,bmw,others,a,2024
21,midsize car,24,6.0,3.0,rwd,gas,29,bmw,others,a,2024
21,midsize car,24,6.0,3.0,awd,gas,29,bmw,others,a,2024
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,others,a,2024
17,midsize car,19,8.0,4.4,awd,gas,24,bmw,others,a,2024
